"longitude","latitude","   Population (2007)= ","   Households (2005)= ","   Town name= ","     Province= ","     No. of Barangays= ","   Year Town Created=","   Contact Nos=","Elevation: ","Photo: ","      Risk Data="
124.015,10.723," 27330"," 5198","CATMON","CEBU","",""," "," "," ","1 govt municipal health center"
123.903,10.3," 798809"," 147600","CEBU CITY","CEBU","",""," "," "," ","5 govt hospitals,9 private hospitals and 1 private TB sanitarium"
124.008,10.453," 39167"," 6296","COMPOSTELA","CEBU","",""," "," "," ","1 govt municipal health center"
123.962,10.375," 87544"," 12837","CONSOLACION","CEBU","",""," "," "," ","1 govt municipal health center"
123.948,10.253," 45066"," 6520","CORDOBA","CEBU","",""," "," "," ","1 govt municipal health center"
123.998,11.25," 73254"," 13472","DAANBANTAYAN","CEBU","",""," "," "," ","1 govt district hospital,2 govt municipal health centers"
123.533,9.762," 61405"," 10873","DALAGUETE","CEBU","",""," "," "," ","1 govt municipal health center,2 private hospitals"
124.027,10.525," 109354"," 19411","DANAO CITY","CEBU","",""," "," "," ","1 govt municipal health center"
123.445,10.064," 44807"," 7787","DUMANJUG","CEBU","",""," "," "," ","1 govt municipal health center"
123.312,9.57," 13654"," 2676","GINATILAN","CEBU","",""," "," "," ","1 govt municipal health center"
124,10.4," 92181"," 13381","LILOAN","CEBU","",""," "," "," ","1 govt municipal health center"
123.728,11.297," 30673"," 5275","MADRIDEJOS","CEBU","",""," "," "," ","1 govt municipal health center"
123.32,9.653," 18117"," 3092","MALABUYOC","CEBU","",""," "," "," ","1 govt hospital,1 govt municipal health center"
123.96,11.132," 44860"," 8520","MEDELLIN","CEBU","",""," "," "," ","1 govt municipal health center,1 private hospital"
123.79,10.245," 101585"," 14739","MINGLANILLA","CEBU","",""," "," "," ","1 govt district hospital,2 govt municipal health centers,1 private clinic"
123.39,9.938," 27398"," 4790","MOALBOAL","CEBU","",""," "," "," ","1 govt municipal health center"
123.757,10.21," 95163"," 15806","NAGA","CEBU","",""," "," "," ","2 govt municipal health centers"
123.43,9.523," 22732"," 4607","OSLOB","CEBU","",""," "," "," ","1 govt district hospital,1 govt municipal health center"
123.583,10.272," 54859"," 9977","PINAMUNGAHAN","CEBU","",""," "," "," ","1 govt district hospital,1 govt municipal health center"
123.412,10.002," 17214"," 3544","RONDA","CEBU","",""," "," "," ","1 govt municipal health center"
123.305,9.528," 18140"," 3617","SAMBOAN","CEBU","",""," "," "," ","1 govt municipal health center"
123.708,10.168," 54932"," 9350","SAN FERNANDO","CEBU","",""," "," "," ","1 govt municipal health center"
124.38,10.645," 44588"," 8189","SAN FRANCISCO","CEBU","",""," "," "," ","1 govt hospital,1 govt municipal health center"
123.935,11.083," 47826"," 9253","SAN REMIGIO","CEBU","",""," "," "," ","1 govt municipal health center"
123.788,11.155," 26826"," 4444","SANTA FE","CEBU","",""," "," "," ","1 govt municipal health center"
123.337,9.42," 15294"," 2895","SANTANDER","CEBU","",""," "," "," ","1 govt municipal health center"
123.61467,10.035048," 40765"," 7497","SIBONGA","CEBU","",""," "," "," ","1 govt municipal health center,1 private hospital"
124.002,10.75," 28955"," 5846","SOGOD","CEBU","",""," "," "," ","1 govt hospital,1 govt municipal health center"
123.87454,10.82801," 21421"," 4153","TABUELAN","CEBU","",""," "," "," ","1 govt municipal health center"
123.847,10.245," 179359"," 28751","TALISAY CITY","CEBU","",""," "," "," ","1 govt district hospital,2 govt municipal health centers"
123.633,10.375," 152960"," 26771","TOLEDO CITY","CEBU","",""," "," "," ","1 govt hospital,1 govt municipal health center"
123.822,10.728," 53663"," 11038","TUBURAN","CEBU","",""," "," "," ","1 govt district hospital,1 govt municipal health center"
124.465,10.638," 11266"," 2313","TUDELA","CEBU","",""," "," "," ","1 govt municipal health center"
126.08413889,7.66905556," 69849"," 12151","COMPOSTELA","COMPOSTELA VALLEY","",""," "," "," ","3 private hospitals"
125.85420,7.31098," 35308"," 6524","MABINI (DOÑA ALICIA)"," VALLEY","",""," "," "" ","1 govt rural health unit,1 private clinic"
125.86057,7.37127," 70906"," 13090","MACO","COMPOSTELA VALLEY","",""," "," "," ","1 govt rural health unit,1 private hospital"
125.92033,7.51053," 34656"," 6694","MAWAB","COMPOSTELA VALLEY","",""," "," "," ","1 govt rural health unit,1 private hospital and 1 private clinic"
125.964,7.609," 67365"," 12930","NABUNTURAN","COMPOSTELA VALLEY","",""," "," "," ","1 govt rural health unit,3 private clinics"
125.897,7.157," 69656"," 13311","PANTUKAN","COMPOSTELA VALLEY","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
125.766,7.539," 50731"," 11975","ASUNCION (SAUG)","DAVAO DEL NORTE","",""," "," "," ","1 govt rural health unit"
125.702,7.364," 61656"," 11073","CARMEN","DAVAO DEL NORTE","",""," "," "," ","1 govt district hospital,1 govt rural health unit,1 private hospital"
125.634,7.55865," 61763"," 13843","KAPALONG","DAVAO DEL NORTE","",""," "," "," ","1 govt district hospital,1 govt rural health unit,2 private clinics and 1 private hospital"
125.82312,7.58865," 46311"," 8683","NEW CORELLA","DAVAO DEL NORTE","",""," "," "," ","1 govt rural health unit"
125.67332,7.28369," 154329"," 27225","PANABO CITY","DAVAO DEL NORTE","",""," "," "," ","1 govt rural health unit,4 private hospitals and 3 private clinic"
125.71,7.083," 90291"," 17388","SAMAL (ISLAND GARDEN CITY OF SAMAL)","DAVAO DEL NORTE","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
125.62599,7.43502," 97210"," 16810","SANTO TOMAS","DAVAO DEL NORTE","",""," "," "," ","5 private hospitals and 1 private clinic"
125.796,7.39215," 215967"," 36560","TAGUM  CITY","DAVAO DEL NORTE","",""," "," "," ","1 govt provincial hospital,2 govt rural health units,4 private hospitals and 1 private maternity clinic"
125.21043,6.786791," 54246"," 11073","BANSALAN","DAVAO DEL SUR","",""," "," "," ","1 govt rural health unit,5 private clinics"
125.60800112,7.06478722," 1363337"," 240057","DAVAO CITY","DAVAO DEL SUR","",""," "," "," ","1 govt hospital and 1 military hospital,14 govt municipal health centers,16 private hospitals, 10 private clinics,1 private psychiatric center"
125.367,6.767," 145514"," 26306","DIGOS CITY","DAVAO DEL SUR","",""," "," "," ","1 govt provincial hospital,2 govt rural health units,6 private hospitals and 3 private clinics"
125.36,6.70213," 46648"," 9293","HAGONOY","DAVAO DEL SUR","",""," "," "," ","1 govt rural health unit,1 private clinic and 2 private hospitals"
125.643,7.917," 62513"," 11259","JOSE ABAD SANTOS","DAVAO OCCIDENTAL","",""," "," "," ","1 govt rural health unit"
125.41055,6.5918," 35241"," 7069","MALALAG","DAVAO DEL SUR","",""," "," "," ","1 govt rural health unit,2 private hospitals and 2 private clinics"
125.610813,6.413924," 106135"," 20526","MALITA","DAVAO OCCIDENTAL","",""," "," "," ","1 govt district hospital,1 govt rural health unit,1 private hospital and 1 private clinic"
125.24199,6.72611," 49806"," 9859","MATANAO","DAVAO DEL SUR","",""," "," "," ","1 govt community hospital,1 govt rural health unit"
125.356,6.63617," 25127"," 5202","PADADA","DAVAO DEL SUR","",""," "," "," ","1 govt rural health unit,2 private hospitals and 1 private clinic"
125.466,6.56421," 76113"," 13881","SANTA CRUZ","DAVAO DEL SUR","",""," "," "," ","1 govt rural health unit,2 private clinics"
125.474667,6.550162," 48362"," 9291","SANTA MARIA","DAVAO OCCIDENTAL","",""," "," "," ","1 govt rural health unit,2 private clinics"
125.472,5.43344," 20394"," 3546","SARANGANI","DAVAO OCCIDENTAL","",""," "," "," ","1 govt municipal hospital,1 govt rural health unit"
125.344745,6.599915," 29082"," 5800","SULOP","DAVAO DEL SUR","",""," "," "," ","1 govt rural health unit,2 private clinics"
126.582,7.454," 2665"," 529","BACULIN","DAVAO ORIENTAL","",""," "," "," "," "
126.56,7.575," 48355"," 8221","BAGANGA","DAVAO ORIENTAL","",""," "," "," ","1 govt rural health unit"
126.0153,6.962795," 35693"," 6448","BANAYBANAY","DAVAO ORIENTAL","14",""," "," "," ","2 govt rural health units,16 govt elem schools,2 govt high schools"
126.374,7.871," 11176"," 1885","BOSTON","DAVAO ORIENTAL","",""," "," "," ","1 govt rural health unit"
126.565,7.33," 34278"," 6171","CARAGA","DAVAO ORIENTAL","",""," "," "," ","1 govt rural health unit"
126.45,7.792," 33109"," 5731","CATEEL","DAVAO ORIENTAL","",""," "," "," ","1 govt district hospital,1 govt rural health unit,1 govt municipal health center"
126.075,6.65," 46745"," 8297","GOVERNOR GENEROSO","DAVAO ORIENTAL","",""," "," "," ","1 govt municipal hospital,2 govt rural health units,1 private hospital"
126.00953,6.89867," 60133"," 10812","LUPON","DAVAO ORIENTAL","20",""," "," "," ","1 govt district hospital,2 govt rural health units,1 private clinic,30 govt elem schools, 6 govt high schools"
126.538,7.212," 38067"," 7136","MANAY","DAVAO ORIENTAL","",""," "," "," ","1 govt municipal hospital,2 govt rural health units"
126.21521,6.9527," 122046"," 21293","MATI","DAVAO ORIENTAL","26",""," "," "," ","1 govt provincial hospital,1 govt rural health unit,1 private hospital,49 govt elem schools, 10 govt high schools"
126.07766,6.84997," 32139"," 6117","SAN ISIDRO","DAVAO ORIENTAL","14",""," "," "," ","1 govt rural health unit,1 private hospital,20 govt elem schools, 2 govt high schools"
126.446,7.046," 24363"," 4458","TARRAGONA","DAVAO ORIENTAL","",""," "," "," ","1 govt rural health unit"
125.37152,12.26935," 14354"," 2561","ARTECHE","EASTERN SAMAR","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
125.3863,11.10919," 12428"," 2113","BALANGIGA","EASTERN SAMAR","",""," "," "," ","1 govt hospital,1 govt rural health unit"
125.5108,11.47294," 8249"," 1677","BALANGKAYAN","EASTERN SAMAR","",""," "," "," ","1 govt rural health unit"
125.432159677,11.6077393206," 59354"," 10699","BORONGAN","EASTERN SAMAR","",""," "," "," ","1 govt provincial hospital,2 govt rural health units,1 private hospital"
125.44975,11.99947," 18173"," 3174","CAN-AVID","EASTERN SAMAR","",""," "," "," ","1 govt municipal hospital,1 govt rural health unit"
125.48322,12.03759," 34522"," 6313","DOLORES","EASTERN SAMAR","",""," "," "," ","1 govt municipal hospital,1 govt rural health unit,1 private hospital"
125.53782,11.24597," 11625"," 1953","GENERAL MACARTHUR","EASTERN SAMAR","",""," "," "," ","1 govt municipal hospital,1 govt rural health unit,1 govt community hospital"
125.44981,11.12108," 11286"," 2012","GIPORLOS","EASTERN SAMAR","",""," "," "," ","1 govt rural health unit"
125.72219,11.03404," 43469"," 7618","GUIUAN","EASTERN SAMAR","",""," "," "," ","1 govt district hospital,2 govt rural health units,1 private hospital"
125.6197,11.32344," 7974"," 1412","HERNANI","EASTERN SAMAR","",""," "," "," ","1 govt rural health unit"
125.235,12.294," 6882"," 1206","JIPAPAD","EASTERN SAMAR","",""," "," "," ","1 govt rural health unit"
125.30196,11.14149," 10645"," 1925","LAWAAN","EASTERN SAMAR","",""," "," "," ","1 govt rural health unit"
125.54138,11.40886," 18257"," 3646","LLORENTE","EASTERN SAMAR","",""," "," "," ","1 govt municipal hospital,1 govt rural health unit,1 private hospital"
125.334,11.127," 4788"," 723","MASLOG","EASTERN SAMAR","",""," "," "," ","1 govt rural health unit"
125.50189,11.50089," 12766"," 2225","MAYDOLONG","EASTERN SAMAR","",""," "," "," ","1 govt rural health unit"
125.70913,11.09795," 5041"," 945","MERCEDES","EASTERN SAMAR","",""," "," "," ","1 govt rural health unit"
125.44016,12.14075," 31745"," 6201","ORAS","EASTERN SAMAR","",""," "," "," ","1 govt district hospital,2 govt rural health units,1 private hospital"
125.52164,11.15752," 12339"," 2209","QUINAPONDAN","EASTERN SAMAR","",""," "," "," ","1 govt community hospital,1 govt rural health unit"
125.6631,11.14918," 18680"," 3452","SALCEDO","EASTERN SAMAR","",""," "," "," ","1 govt rural health unit"
125.45467,11.75364," 13164"," 2571","SAN JULIAN","EASTERN SAMAR","",""," "," "," ","1 govt rural health unit"
125.5073,12.17972," 13689"," 2358","SAN POLICARPO","EASTERN SAMAR","",""," "," "," ","1 govt rural health unit"
125.45314,11.81519," 19322"," 2853","SULAT","EASTERN SAMAR","",""," "," "," ","1 govt rural health unit"
125.41906,11.90354," 16362"," 3186","TAFT","EASTERN SAMAR","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
122.64098,10.69417," 43817"," 8373","BUENAVISTA","GUIMARAS","",""," "," "," ","1 govt rural health unit"
122.59096,10.66093," 32524"," 5397","JORDAN","GUIMARAS","",""," "," "," ","1 govt provincial hospital,1 govt rural health unit"
122.54031,10.52652," 35026"," 6043","NUEVA VALENCIA","GUIMARAS","",""," "," "," ","1 govt rural health unit"
121.458,16.878," 25323"," 4275","ALFONSO LISTA (POTIA)","IFUGAO","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
121.05399,16.91158," 21448"," 3952","BANAUE","IFUGAO","",""," "," "," ","1 private clinic,1 govt rural health unit"
121.142,16.8," 927"," 167","BURNAY","IFUGAO","",""," "," "," "," "
121.007,16.836," 9601"," 1699","HUNGDUAN","IFUGAO","",""," "," "," ","1 govt rural health unit"
121.058,16.775," 15448"," 2692","KIANGAN","IFUGAO","",""," "," "," ","1 govt rural health unit"
121.092,16.831," 17373"," 2944","LAGAWE","IFUGAO","",""," "," "," ","1 govt hospital,1 govt rural health unit"
121.233,16.65," 22109"," 3654","LAMUT","IFUGAO","",""," "," "," ","1 district hospital,1 govt rural health unit"
121.225,16.973," 16722"," 2917","MAYOYAO","IFUGAO","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
120.896,16.698," 12045"," 1680","TINOC","IFUGAO","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
120.911,18.463," 1522"," 269","ADAMS","ILOCOS NORTE","1",""," "," "," ","1 govt rural health unit"
120.61,18.253," 31485"," 6289","BACARRA","ILOCOS NORTE","43",""," "," "," ","1 govt rural health unit,1 private hospital"
120.473,17.928," 30063"," 5879","BADOC","ILOCOS NORTE","31",""," "," "," ","1 govt rural health unit"
120.775,18.542," 14634"," 3055","BANGUI","ILOCOS NORTE","15",""," "," "," ","1 govt district hospital,1 govt rural health unit"
120.657,17.983," 18161"," 3390","BANNA (ESPIRITU)","ILOCOS NORTE","20",""," "," "," ","1 govt rural health unit"
120.563,18.055," 50675"," 9882","BATAC","ILOCOS NORTE","43",""," "," "," ","1 govt hospital,1 govt rural health unit,1 private hospital"
120.643,18.513," 8765"," 1784","BURGOS","ILOCOS NORTE","11",""," "," "," ","1 govt rural health unit"
120.869,18.198," 1435"," 214","CARASI","ILOCOS NORTE","3",""," "," "," ","1 govt rural health unit"
120.477,18.02," 11305"," 2126","CURRIMAO","ILOCOS NORTE","23",""," "," "," ","1 govt rural health unit"
120.697,18.105," 35793"," 6921","DINGRAS","ILOCOS NORTE","31",""," "," "," ","1 govt district hospital,1 govt rural health unit"
120.804,18.517," 1716"," 239","DUMALNEG","ILOCOS NORTE","1",""," "," "," ","1 govt rural health unit"
120.59222,18.195," 102457"," 19751","LAOAG CITY","ILOCOS NORTE","80",""," "," "," ","2 govt hospitals,5 private hospitals"
120.686,18.05," 16711"," 3059","MARCOS","ILOCOS NORTE","13",""," "," "," ","1 govt district hospital,1 govt rural health unit"
120.685,17.925," 7475"," 1242","NUEVA ERA","ILOCOS NORTE","11",""," "," "," ","1 govt rural health unit"
120.79232,18.5784," 20385"," 3804","PAGUDPUD","ILOCOS NORTE","16",""," "," "," ","1 govt rural health unit"
120.52,18.062," 23117"," 4567","PAOAY","ILOCOS NORTE","31",""," "," "," ","1 govt rural health unit"
120.617,18.337," 26307"," 5187","PASUQUIN","ILOCOS NORTE","33",""," "," "," ","1 govt rural health unit"
120.718,18.168," 20034"," 3957","PIDDIG","ILOCOS NORTE","23",""," "," "," ","1 govt community hospital,1 govt rural health unit"
120.525,17.955," 16185"," 3172","PINILI","ILOCOS NORTE","25",""," "," "," ","1 govt rural health unit"
120.592,18.173," 33642"," 6677","SAN NICOLAS","ILOCOS NORTE","24",""," "," "," ","1 govt rural health unit,1 private hospital"
120.645,18.157," 23810"," 4881","SARRAT","ILOCOS NORTE","24",""," "," "," ","1 govt rural health unit"
120.772,18.095," 22202"," 4312","SOLSONA","ILOCOS NORTE","22",""," "," "," ","1 govt rural health unit"
120.647,18.228," 29405"," 6282","VINTAR","ILOCOS NORTE","33",""," "," "," ","1 govt community hospital,1 private hospital"
120.533,16.892," 6217"," 1168","ALILEM","ILOCOS SUR","9",""," "," "," ","1 govt rural health unit"
120.478,17.237," 7149"," 1364","BANAYOYO","ILOCOS SUR","14",""," "," "," ","1 govt rural health unit"
120.38874,17.58264," 33174"," 6107","BANTAY","ILOCOS SUR","34",""," "," "," ","1 govt rural health unit,1 private hospital"
120.54,17.152," 10704"," 2111","BAUGUEN (SALCEDO)","ILOCOS SUR","21",""," "," "," ","1 govt community hospital,1 govt rural health unit"
120.495,17.33," 11459"," 2174","BURGOS","ILOCOS SUR","26",""," "," "," ","1 govt rural health unit"
120.483,17.792," 33847"," 6268","CABUGAO","ILOCOS SUR","33",""," "," "," ","1 govt rural health unit,2 private hospitals"
120.447,17.193," 56270"," 10257","CANDON CITY","ILOCOS SUR","42",""," "," "," ","1 govt rural health unit,5 private hospitals"
120.382,17.548," 18914"," 3533","CAOAYAN","ILOCOS SUR","17",""," "," "," ","1 govt rural health unit"
120.737,16.99," 14116"," 2673","CERVANTES","ILOCOS SUR","13",""," "," "," ","1 govt hospital"
120.61009,17.130434," 4308"," 811","G.DEL PILAR","ILOCOS SUR","7",""," "," "," ","1 govt rural health unit"
120.48,17.185," 10310"," 1792","GALIMUYOD","ILOCOS SUR","24",""," "," "," ","1 govt rural health unit"
120.455,17.743," 23808"," 4866","LAPOG (SAN JUAN)","ILOCOS SUR","32",""," "," "," ","1 govt rural health unit"
120.51875,17.24433," 3798"," 785","LIDLIDDA","ILOCOS SUR","11",""," "," "," ","1 govt rural health unit"
120.423,17.688," 27615"," 5311","MAGSINGAL","ILOCOS SUR","30",""," "," "," ","1 govt district hospital,1 govt rural health unit"
120.528,17.445," 4764"," 910","NAGBUKEL","ILOCOS SUR","12",""," "," "," ","1 govt rural health unit"
120.473,17.422," 41578"," 7803","NARVACAN","ILOCOS SUR","34",""," "," "," ","1 govt district hospital,1 govt rural health unit"
120.66899,17.143568," 7866"," 1348","QUIRINO (ANGKAKI)","ILOCOS SUR","9",""," "," "," ","1 govt rural health unit"
120.5791,17.240991," 6920"," 1276","SAN EMILIO","ILOCOS SUR","8",""," "," "," ","1 govt rural health unit"
120.442,17.33," 7779"," 1482","SAN ESTEBAN","ILOCOS SUR","10",""," "," "," ","1 govt rural health unit"
120.373,17.597," 6670"," 1127","SAN ILDEFONSO","ILOCOS SUR","15",""," "," "," ","1 govt rural health unit"
120.362,17.592," 11907"," 2248","SAN VICENTE","ILOCOS SUR","7",""," "," "," ","1 govt rural health unit"
120.43416,17.48612," 14059"," 2811","SANTA","ILOCOS SUR","26",""," "," "," ","1 govt rural health unit"
120.3556,17.5818," 13284"," 2404","SANTA CATALINA","ILOCOS SUR","9",""," "," "," ","1 govt rural health unit,1 private hospital"
120.44999,17.08399," 35906"," 6727","SANTA CRUZ","ILOCOS SUR","49",""," "," "," ","1 govt rural health unit"
120.4486111,17.11583333," 23872"," 4512","SANTA LUCIA","ILOCOS SUR","36",""," "," "," ","1 govt district hospital,1 govt rural health unit"
120.478,17.368," 28002"," 5414","SANTA MARIA","ILOCOS SUR","33",""," "," "," ","1 govt rural health unit,2 private hospitals"
120.445,17.295," 16806"," 3233","SANTIAGO","ILOCOS SUR","24",""," "," "," ","1 govt rural health unit"
120.407,17.657," 25888"," 4871","SANTO DOMINGO","ILOCOS SUR","36",""," "," "," ","1 govt rural health unit,1 private hospital"
120.583,17.05," 2453"," 408","SIGAY","ILOCOS SUR","7",""," "," "," ","1 govt rural health unit"
120.455,17.867," 24896"," 5131","SINAIT","ILOCOS SUR","44",""," "," "," ","1 govt district hospital,1 govt rural health unit,1 private hospital"
120.512,16.845," 3936"," 632","SUGPON","ILOCOS SUR","6",""," "," "," ","1 govt rural health unit"
120.526,16.977," 10943"," 1859","SUYO","ILOCOS SUR","8",""," "," "," ","1 govt rural health unit"
120.443,16.937," 35791"," 6603","TAGUDIN","ILOCOS SUR","43",""," "," "," ","1 govt district hospital,1 govt rural health unit,1 private hospital"
120.38712,17.57509," 47246"," 9193","VIGAN","ILOCOS SUR","39",""," "," "," ","1 govt district hospital,1 govt rural health unit,11 private hospitals"
123.018,11.173," 47113"," 8312","AJUY","ILOILO","",""," "," "," ","1 govt rural health unit"
122.431834,10.81611," 34035"," 5963","ALIMODIAN","ILOILO","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
122.75059,10.97807," 23465"," 4248","ANILAO","ILOILO","21","","3620407"," "," ","1 govt rural health unit,16 public elementary schools,3 public high schools"
123.088655446,11.47194767," 27384"," 5109","BALASAN","ILOILO","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
122.81858,11.00162," 27714"," 5279","BANATE","ILOILO","",""," "," "," ","1 govt rural health unit"
122.703896,10.89373," 49515"," 8757","BAROTAC NUEVO","ILOILO","27","","361-2435"," "," ","1 govt hospital,1 govt rural health unit,23 public schools,3 public high schools"
122.85,11.045," 39326"," 6979","BAROTAC VIEJO","ILOILO","",""," "," "," ","1 govt municipal hospital,1 govt rural health unit"
123.109757,11.417852," 18298"," 3254","BATAD","ILOILO","",""," "," "," ","1 govt rural health unit"
122.559,11.213," 12259"," 2388","BINGAWAN","ILOILO","",""," "," "," ","1 govt rural health unit"
122.48134,10.87964," 50861"," 9019","CABATUAN","ILOILO","66",""," "," "," ","1 govt district hospital,1 govt rural health unit,36 public elementary schools,5 public high schools"
122.533,11.123," 51018"," 9273","CALINOG","ILOILO","",""," "," "," ","1 govt hospital,1 govt rural health unit"
123.133281187,11.57353538," 57673"," 9814","CARLES","ILOILO","",""," "," "," ","1 govt rural health unit"
123.108,11.217," 36881"," 6435","CONCEPCION","ILOILO","",""," "," "," ","1 govt rural health unit"
122.671185149,10.999435587," 40828"," 7529","DINGLE","ILOILO","25","","3510133,3510149"," "," ","1 govt rural health unit,23 public elementary schools,3 public high schools"
122.7107,10.82376," 62769"," 11262","DUMANGAS","ILOILO","43","","3612371"," "," ","1 govt district hospital,1 govt rural health unit,30 public elementary schools, 3 public high schools"
123.150971,11.456808," 39479"," 7046","ESTANCIA","ILOILO","",""," "," "," ","1 govt rural health unit"
122.32307,10.66067," 29742"," 5310","GUIMBAL","ILOILO","",""," "," ","5120088/3155277","1 govt district hospital,1 govt rural health unit"
122.26527,10.71597," 29417"," 5559","IGBARAS","ILOILO","",""," "," "," ","1 govt rural health unit"
122.55,10.708," 418710"," 72218","ILOILO CITY","ILOILO","127","","5228637"," "," ","2 govt hospitals,6 govt municipal health centers,3 private hospitals and 1 private clinic"
122.5033,10.95106," 57878"," 10322","JANIUAY","ILOILO","55",""," "," "," ","1 govt district hospital,1 govt rural health unit,34 public elementary schools,5 public high schools"
122.475,11.053," 63300"," 11159","LAMBUNAO","ILOILO","",""," "," "," ","1 govt hospital,1 govt rural health unit"
122.58885,10.7861," 27357"," 4533","LEGANES","ILOILO","18",""," "," "," ","1 govt rural health unit,10 public elementary schools,3 public high schools"
122.928485558,11.225728412," 25017"," 4665","LEMERY","ILOILO","",""," "," "," ","1 govt rural health unit"
122.38758,10.78077," 45647"," 8072","LEON","ILOILO","",""," "," "," ","1 govt rural health unit"
122.43404,10.89085," 32555"," 5395","MAASIN","ILOILO","",""," "," "," ","1 govt rural health unit"
122.23365,10.64255," 60498"," 10898","MIAGAO","ILOILO","",""," "," "," ","2 govt rural health units"
122.574100652,10.930474318," 19809"," 3426","MINA","ILOILO","22","",""," "," ","1 govt rural health unit,10 public elementary schools,1 public high school"
122.47515,10.69216," 77621"," 12907","OTON","ILOILO","",""," "," "," ","2 govt rural health units"
122.637,11.108," 76045"," 12893","PASSI CITY","ILOILO","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
122.5401,10.77683," 39275"," 6553","PAVIA","ILOILO","17","","519-90-81"," "," ","1 govt rural health unit,11 public elementary schools,1 public high school"
122.63749,10.94295," 67626"," 11777","POTOTAN","ILOILO","48","","09202497703;9197717733"," "," ","1 govt provincial hospital,1 govt rural health unit,28 public elementary schools,6 public high schools"
123.095116914,11.271275247," 32171"," 5492","SAN DIONISIO","ILOILO","",""," "," "," ","1 govt rural health unit"
122.653,11.079," 30006"," 5417","SAN ENRIQUE","ILOILO","",""," "," "," ","1 govt rural health unit"
122.14204,10.58688," 50102"," 8489","SAN JOAQUIN","ILOILO","",""," "," "," ","1 govt rural health unit and one community hospital"
122.46531,10.78084," 23804"," 4117","SAN MIGUEL","ILOILO","",""," "," "," ","1 govt rural health unit"
122.82842,11.17577," 13694"," 2450","SAN RAFAEL","ILOILO","",""," "," "," ","1 govt rural health unit"
122.53141,10.8236," 51075"," 8821","SANTA BARBARA","ILOILO","42","","523-9676/523-8577"," "," ","1 govt sanitarium,1 govt rural health unit,6 public high schools"
123.014287055,11.25707334," 45005"," 8473","SARA","ILOILO","",""," "," "," ","1 govt district hospital,1 govt rural health unit"
122.375,10.683," 54574"," 9779","TIGBAUAN","ILOILO","",""," "," "," ","1 govt rural health unit"
122.31837,10.76542," 20631"," 3744","TUBUNGAN","ILOILO","",""," "," "," ","1 govt rural health unit"
122.60991,10.82229," 21458"," 3507","ZARRAGA","ILOILO","22","","5254313"," "," ","1 govt rural health unit,8 govt elementary schools,2 govt high schools"
121.6957,16.7804," 61447"," 11413","ALICIA","ISABELA","34",""," "," "," ","1 govt rural health unit,1 private hospital and 1 private clinic,34 govt elementary schools,4 govt high schools"
121.7549,16.75991," 39743"," 7106","ANGADANAN","ISABELA","59",""," "," "," ","1 govt rural health unit,43 govt elem schools,10 govt high schools"
121.6348,16.9917," 31547"," 5896","AURORA","ISABELA","33",""," "," "," ","1 govt rural health unit,29 govt elem schools,2 govt high schools"
121.703,17.085," 21898"," 4124","BURGOS","ISABELA","14",""," "," "," ","1 govt rural health unit,11 govt elem schools,3 govt high schools"
121.76,17.427," 43562"," 7250","CABAGAN","ISABELA","26",""," "," "," ","1 govt district hospital,1 govt rural health unit"
121.6688,16.95765," 34079"," 6297","CABATUAN","ISABELA","22",""," "," "," ","1 govt rural health unit,1 private clinic,14 govt elem schools,3 govt high schools"
121.7718,16.93837," 114254"," 21143","CAUAYAN CITY","ISABELA","65",""," "," "," ","1 govt district hospital,2 govt rural health units,3 private hospitals and 2 private clinics,57 govt elem schools,9 govt high schools"
121.417,16.675," 38139"," 7367","CORDON","ISABELA","26",""," "," "," ","1 govt rural health unit,1 private hospital"
121.769,17.326," 24899"," 4825","DELFIN ALBANO (MAGSAYSAY)","ISABELA","29",""," "," "," ","1 govt rural health unit,2 private hospitals,19 govt elem schools,1 govt high school"
122.258,16.525," 4807"," 635","DINAPIGUE","ISABELA","6",""," "," "," ","1 govt rural health unit"
122.306,17.333," 4602"," 633","DIVILACAN","ISABELA","12",""," "," "," ","1 govt rural health unit"
121.71058,16.70904," 67553"," 12045","ECHAGUE","ISABELA","64",""," "," "," ","1 govt hospital and 1 district hospital,1 govt rural health unit"
121.834469,17.051098," 27479"," 5169","GAMU","ISABELA","16",""," "," "," ","1 govt rural health unit,16 govt elem schools,3 govt high schools"
121.885772,17.146764," 131243"," 24085","ILAGAN","ISABELA","91",""," "," "," ","1 govt hospital and 1 municipal hospital,2 govt rural health units,1 private hospital and 2 private clinics"
121.702,16.553," 41237"," 8171","JONES","ISABELA","42",""," "," "," ","1 govt community hospital,1 govt rural health unit,44 govt elem schools,7 govt high schools"
121.7298,16.97426," 15884"," 2965","LUNA","ISABELA","19",""," "," "," ","1 govt rural health unit,10 govt elem schools,1 govt high school"
